Sample	CATEGORY	TOTAL_READS	PF_READS	PCT_PF_READS	PF_NOISE_READS	PF_READS_ALIGNED	PCT_PF_READS_ALIGNED	PF_ALIGNED_BASES	PF_HQ_ALIGNED_READS	PF_HQ_ALIGNED_BASES	PF_HQ_ALIGNED_Q20_BASES	PF_HQ_MEDIAN_MISMATCHES	PF_MISMATCH_RATE	PF_HQ_ERROR_RATE	PF_INDEL_RATE	MEAN_READ_LENGTH	SD_READ_LENGTH	MEDIAN_READ_LENGTH	MAD_READ_LENGTH	MIN_READ_LENGTH	MAX_READ_LENGTH	MEAN_ALIGNED_READ_LENGTH	READS_ALIGNED_IN_PAIRS	PCT_READS_ALIGNED_IN_PAIRS	PF_READS_IMPROPER_PAIRS	PCT_PF_READS_IMPROPER_PAIRS	BAD_CYCLES	STRAND_BALANCE	PCT_CHIMERAS	PCT_ADAPTER	PCT_SOFTCLIP	PCT_HARDCLIP	AVG_POS_3PRIME_SOFTCLIP_LENGTH	SAMPLE	LIBRARY	READ_GROUP
PDOM2022NLD0107J	UNPAIRED	12795089.0	12795089.0	1.0	0.0	12795089.0	1.0	2747659750.0	12795089.0	2747659750.0	2692947901.0	1.0	0.012381	0.012381	0.001095	228.163931	43.649873	235.0	31.0	30.0	289.0	215.110018	0.0	0.0	0.0	0.0	0.0	0.500208	0.040175	0.0	0.057213	0.0	76.467232	PDOM2022NLD0107J_SAMPLE		
PDOM2022NLD0108J	UNPAIRED	11767232.0	11767232.0	1.0	0.0	11767232.0	1.0	2557330704.0	11767232.0	2557330704.0	2510970565.0	1.0	0.011544	0.011544	0.001051	229.449496	43.721544	236.0	30.0	30.0	289.0	217.676636	0.0	0.0	0.0	0.0	0.0	0.499887	0.036647	0.0	0.051309	0.0	78.268709	PDOM2022NLD0108J_SAMPLE		
PI22NLD0001M	UNPAIRED	6180062.0	6180062.0	1.0	0.0	6180062.0	1.0	1471350656.0	6180062.0	1471350656.0	1451719919.0	2.0	0.012006	0.012006	0.001167	253.66101	30.871057	261.0	19.0	30.0	289.0	238.476754	0.0	0.0	0.0	0.0	0.0	0.499936	0.052089	0.0	0.05986	0.0	81.26944	PI22NLD0001M_SAMPLE		
TreeSparrow_01	UNPAIRED	5664925.0	5664925.0	1.0	0.0	5664925.0	1.0	792371355.0	5664925.0	792371355.0	777106910.0	2.0	0.017353	0.017353	0.001815	154.499507	31.385892	163.0	20.0	30.0	189.0	140.206218	0.0	0.0	0.0	0.0	0.0	0.500352	0.114733	0.0	0.092513	0.0	61.755621	TreeSparrow_01_SAMPLE		
TreeSparrow_02	UNPAIRED	3029180.0	3029180.0	1.0	0.0	3029180.0	1.0	344098991.0	3029180.0	344098991.0	327646182.0	2.0	0.019978	0.019978	0.00166	144.097992	41.293424	157.0	30.0	30.0	189.0	113.818171	0.0	0.0	0.0	0.0	0.0	0.500278	0.288928	0.0	0.210134	0.0	71.922136	TreeSparrow_02_SAMPLE		
TreeSparrow_03	UNPAIRED	14747720.0	14747720.0	1.0	0.0	14747720.0	1.0	2245756148.0	14747720.0	2245756148.0	2209352367.0	2.0	0.016723	0.016723	0.001882	159.031599	25.676529	165.0	16.0	30.0	189.0	152.656735	0.0	0.0	0.0	0.0	0.0	0.500013	0.032919	0.0	0.040086	0.0	47.670162	TreeSparrow_03_SAMPLE		
TreeSparrow_04	UNPAIRED	7558866.0	7558866.0	1.0	0.0	7558866.0	1.0	1065274690.0	7558866.0	1065274690.0	1040725370.0	2.0	0.017192	0.017192	0.001802	152.549492	31.766317	161.0	21.0	30.0	189.0	141.262593	0.0	0.0	0.0	0.0	0.0	0.500268	0.086546	0.0	0.073988	0.0	58.037511	TreeSparrow_04_SAMPLE		
TreeSparrow_05	UNPAIRED	5409124.0	5409124.0	1.0	0.0	5409124.0	1.0	755037750.0	5409124.0	755037750.0	740315828.0	2.0	0.017242	0.017242	0.001801	153.77479	31.765011	163.0	20.0	30.0	189.0	139.916232	0.0	0.0	0.0	0.0	0.0	0.500018	0.111448	0.0	0.090122	0.0	61.387651	TreeSparrow_05_SAMPLE		
TreeSparrow_06	UNPAIRED	5166661.0	5166661.0	1.0	0.0	5166661.0	1.0	724899466.0	5166661.0	724899466.0	710950532.0	2.0	0.017187	0.017187	0.001801	154.617335	31.400391	163.0	20.0	30.0	189.0	140.632297	0.0	0.0	0.0	0.0	0.0	0.499751	0.11299	0.0	0.090449	0.0	61.761662	TreeSparrow_06_SAMPLE		
TreeSparrow_07	UNPAIRED	7906323.0	7906323.0	1.0	0.0	7906323.0	1.0	1111233578.0	7906323.0	1111233578.0	1084827224.0	2.0	0.017379	0.017379	0.001817	152.777208	32.668704	162.0	20.0	30.0	189.0	140.887374	0.0	0.0	0.0	0.0	0.0	0.499909	0.09001	0.0	0.077825	0.0	58.426475	TreeSparrow_07_SAMPLE		
TreeSparrow_08	UNPAIRED	6761915.0	6761915.0	1.0	0.0	6761915.0	1.0	936909197.0	6761915.0	936909197.0	910938149.0	2.0	0.017778	0.017778	0.001807	152.073462	33.6821	163.0	20.0	30.0	189.0	138.892379	0.0	0.0	0.0	0.0	0.0	0.499736	0.103152	0.0	0.086676	0.0	59.222668	TreeSparrow_08_SAMPLE		
TreeSparrow_09	UNPAIRED	7219952.0	7219952.0	1.0	0.0	7219952.0	1.0	1006938208.0	7219952.0	1006938208.0	982481591.0	2.0	0.017581	0.017581	0.001817	152.268178	32.443922	161.0	21.0	30.0	189.0	139.802614	0.0	0.0	0.0	0.0	0.0	0.500184	0.095051	0.0	0.081866	0.0	58.804857	TreeSparrow_09_SAMPLE		
TreeSparrow_10	UNPAIRED	7845772.0	7845772.0	1.0	0.0	7845772.0	1.0	1108672174.0	7845772.0	1108672174.0	1083789297.0	2.0	0.017355	0.017355	0.00182	153.312976	31.406669	162.0	20.0	30.0	189.0	141.64785	0.0	0.0	0.0	0.0	0.0	0.500002	0.089069	0.0	0.076087	0.0	57.873286	TreeSparrow_10_SAMPLE		
