Module	Section	Sample Name	Source
mosdepth	genome_results	Lesina_289	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/Lesina_289.mosdepth.region.dist.txt
mosdepth	genome_results	Crotone512	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/Crotone512.mosdepth.region.dist.txt
mosdepth	genome_results	TreeSparrow_02	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/TreeSparrow_02.mosdepth.region.dist.txt
mosdepth	genome_results	Lesina_288	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/Lesina_288.mosdepth.region.dist.txt
mosdepth	genome_results	Crotone518	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/Crotone518.mosdepth.region.dist.txt
mosdepth	genome_results	Guglionesi_432	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/Guglionesi_432.mosdepth.region.dist.txt
mosdepth	genome_results	Lesina_282	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/Lesina_282.mosdepth.region.dist.txt
mosdepth	genome_results	TreeSparrow_08	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/TreeSparrow_08.mosdepth.region.dist.txt
mosdepth	genome_results	Guglionesi_433	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/Guglionesi_433.mosdepth.region.dist.txt
mosdepth	genome_results	TreeSparrow_09	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/TreeSparrow_09.mosdepth.region.dist.txt
mosdepth	genome_results	Guglionesi_431	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/Guglionesi_431.mosdepth.region.dist.txt
mosdepth	genome_results	FR049	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/FR049.mosdepth.region.dist.txt
mosdepth	genome_results	Lesina_281	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/Lesina_281.mosdepth.region.dist.txt
mosdepth	genome_results	PDOM2022NLD0043F	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/PDOM2022NLD0043F.mosdepth.region.dist.txt
mosdepth	genome_results	FR048	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/FR048.mosdepth.region.dist.txt
mosdepth	genome_results	Lesina_280	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/Lesina_280.mosdepth.region.dist.txt
mosdepth	genome_results	Guglionesi_435	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/Guglionesi_435.mosdepth.region.dist.txt
mosdepth	genome_results	Lesina_285	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/Lesina_285.mosdepth.region.dist.txt
mosdepth	genome_results	Guglionesi_434	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/Guglionesi_434.mosdepth.region.dist.txt
mosdepth	genome_results	Lesina_286	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/Lesina_286.mosdepth.region.dist.txt
mosdepth	genome_results	PD22NLD0146F	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/PD22NLD0146F.mosdepth.region.dist.txt
mosdepth	genome_results	Lesina_287	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/mosdepth/Lesina_287.mosdepth.region.dist.txt
Picard	AlignmentSummaryMetrics	FR063	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/FR063.alignment_summary_metrics
Picard	AlignmentSummaryMetrics	Crotone505	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/Crotone505.alignment_summary_metrics
Picard	AlignmentSummaryMetrics	PDOM2022NLD0046M	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/PDOM2022NLD0046M.alignment_summary_metrics
Picard	AlignmentSummaryMetrics	PDOM2022NLD0043F	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/PDOM2022NLD0043F.alignment_summary_metrics
Picard	AlignmentSummaryMetrics	Guglionesi_336	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/Guglionesi_336.alignment_summary_metrics
Picard	AlignmentSummaryMetrics	KAZ14003	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/KAZ14003.alignment_summary_metrics
Picard	AlignmentSummaryMetrics	PDOM2022NLD0072M	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/PDOM2022NLD0072M.alignment_summary_metrics
Picard	AlignmentSummaryMetrics	TreeSparrow_02	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/TreeSparrow_02.alignment_summary_metrics
Picard	AlignmentSummaryMetrics	Crotone510	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/Crotone510.alignment_summary_metrics
Picard	AlignmentSummaryMetrics	PDOM2022NLD0083F	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/PDOM2022NLD0083F.alignment_summary_metrics
Picard	AlignmentSummaryMetrics	TreeSparrow_01	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/TreeSparrow_01.alignment_summary_metrics
Picard	AlignmentSummaryMetrics	FR049	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/FR049.alignment_summary_metrics
Picard	AlignmentSummaryMetrics	Lesina_288	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/Lesina_288.alignment_summary_metrics
Picard	AlignmentSummaryMetrics	TreeSparrow_04	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/TreeSparrow_04.alignment_summary_metrics
Picard	AlignmentSummaryMetrics	PDOM2022NLD0082F	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/PDOM2022NLD0082F.alignment_summary_metrics
Picard	AlignmentSummaryMetrics	PDOM2022NLD0108J	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/PDOM2022NLD0108J.alignment_summary_metrics
Picard	AlignmentSummaryMetrics	TreeSparrow_07	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/TreeSparrow_07.alignment_summary_metrics
Picard	AlignmentSummaryMetrics	Crotone498	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/Crotone498.alignment_summary_metrics
Picard	AlignmentSummaryMetrics	PDOM2022NLD0041J	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/PDOM2022NLD0041J.alignment_summary_metrics
Picard	AlignmentSummaryMetrics	PDOM2022NLD0062F	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/PDOM2022NLD0062F.alignment_summary_metrics
Picard	AlignmentSummaryMetrics	Crotone500	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/Crotone500.alignment_summary_metrics
Picard	AlignmentSummaryMetrics	KAZ14061	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/KAZ14061.alignment_summary_metrics
Picard	AlignmentSummaryMetrics	Guglionesi_428	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/Guglionesi_428.alignment_summary_metrics
Picard	AlignmentSummaryMetrics	KAZ14057	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/KAZ14057.alignment_summary_metrics
Picard	AlignmentSummaryMetrics	PDOM2022NLD0080F	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/PDOM2022NLD0080F.alignment_summary_metrics
Picard	AlignmentSummaryMetrics	PDOM2022NLD0048F	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/PDOM2022NLD0048F.alignment_summary_metrics
Picard	AlignmentSummaryMetrics	FR050	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/FR050.alignment_summary_metrics
Picard	AlignmentSummaryMetrics	KAZ14054	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/KAZ14054.alignment_summary_metrics
Picard	AlignmentSummaryMetrics	Lesina_292	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/Lesina_292.alignment_summary_metrics
Picard	AlignmentSummaryMetrics	PDOM2022NLD0045M	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/PDOM2022NLD0045M.alignment_summary_metrics
Picard	AlignmentSummaryMetrics	Lesina_287	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/Lesina_287.alignment_summary_metrics
Picard	AlignmentSummaryMetrics	Guglionesi_434	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/Guglionesi_434.alignment_summary_metrics
Picard	AlignmentSummaryMetrics	FR046	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/FR046.alignment_summary_metrics
Picard	AlignmentSummaryMetrics	Guglionesi_431	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/Guglionesi_431.alignment_summary_metrics
Picard	AlignmentSummaryMetrics	PDOM2022NLD0044M	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/PDOM2022NLD0044M.alignment_summary_metrics
Picard	AlignmentSummaryMetrics	Lesina_282	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/Lesina_282.alignment_summary_metrics
Picard	AlignmentSummaryMetrics	Lesina_281	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/Lesina_281.alignment_summary_metrics
Picard	AlignmentSummaryMetrics	PDOM2022NLD0081F	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/PDOM2022NLD0081F.alignment_summary_metrics
Picard	AlignmentSummaryMetrics	TreeSparrow_08	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/TreeSparrow_08.alignment_summary_metrics
Picard	AlignmentSummaryMetrics	Guglionesi_432	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/Guglionesi_432.alignment_summary_metrics
Picard	AlignmentSummaryMetrics	KAZ14035	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/KAZ14035.alignment_summary_metrics
Picard	AlignmentSummaryMetrics	Guglionesi_427	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/Guglionesi_427.alignment_summary_metrics
Picard	AlignmentSummaryMetrics	KAZ14059	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/KAZ14059.alignment_summary_metrics
Picard	AlignmentSummaryMetrics	PDOM2022NLD0084F	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/PDOM2022NLD0084F.alignment_summary_metrics
Picard	AlignmentSummaryMetrics	PDOM2022NLD0078F	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/PDOM2022NLD0078F.alignment_summary_metrics
Picard	AlignmentSummaryMetrics	TreeSparrow_03	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/TreeSparrow_03.alignment_summary_metrics
Picard	AlignmentSummaryMetrics	FR061	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/FR061.alignment_summary_metrics
Picard	AlignmentSummaryMetrics	Crotone512	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/Crotone512.alignment_summary_metrics
Picard	AlignmentSummaryMetrics	FR048	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/FR048.alignment_summary_metrics
Picard	AlignmentSummaryMetrics	KAZ14001	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/KAZ14001.alignment_summary_metrics
Picard	AlignmentSummaryMetrics	Lesina_289	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/Lesina_289.alignment_summary_metrics
Picard	AlignmentSummaryMetrics	Crotone517	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/Crotone517.alignment_summary_metrics
Picard	AlignmentSummaryMetrics	TreeSparrow_05	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/TreeSparrow_05.alignment_summary_metrics
Picard	AlignmentSummaryMetrics	Crotone502	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/Crotone502.alignment_summary_metrics
Picard	AlignmentSummaryMetrics	TreeSparrow_10	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/TreeSparrow_10.alignment_summary_metrics
Picard	AlignmentSummaryMetrics	FR064	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/FR064.alignment_summary_metrics
Picard	AlignmentSummaryMetrics	Crotone514	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/Crotone514.alignment_summary_metrics
Picard	AlignmentSummaryMetrics	TreeSparrow_06	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/TreeSparrow_06.alignment_summary_metrics
Picard	AlignmentSummaryMetrics	PDOM2022NLD0107J	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/PDOM2022NLD0107J.alignment_summary_metrics
Picard	AlignmentSummaryMetrics	Crotone501	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/Crotone501.alignment_summary_metrics
Picard	AlignmentSummaryMetrics	Guglionesi_429	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/Guglionesi_429.alignment_summary_metrics
Picard	AlignmentSummaryMetrics	PDOM2022NLD0042M	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/PDOM2022NLD0042M.alignment_summary_metrics
Picard	AlignmentSummaryMetrics	FR051	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/FR051.alignment_summary_metrics
Picard	AlignmentSummaryMetrics	FR044	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/FR044.alignment_summary_metrics
Picard	AlignmentSummaryMetrics	Lesina_285	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/Lesina_285.alignment_summary_metrics
Picard	AlignmentSummaryMetrics	PDOM2022NLD0047F	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/PDOM2022NLD0047F.alignment_summary_metrics
Picard	AlignmentSummaryMetrics	PD22NLD0146F	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/PD22NLD0146F.alignment_summary_metrics
Picard	AlignmentSummaryMetrics	KAZ14055	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/KAZ14055.alignment_summary_metrics
Picard	AlignmentSummaryMetrics	Lesina_286	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/Lesina_286.alignment_summary_metrics
Picard	AlignmentSummaryMetrics	Guglionesi_435	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/Guglionesi_435.alignment_summary_metrics
Picard	AlignmentSummaryMetrics	KAZ14032	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/KAZ14032.alignment_summary_metrics
Picard	AlignmentSummaryMetrics	Crotone518	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/Crotone518.alignment_summary_metrics
Picard	AlignmentSummaryMetrics	Lesina_280	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/Lesina_280.alignment_summary_metrics
Picard	AlignmentSummaryMetrics	Guglionesi_433	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/Guglionesi_433.alignment_summary_metrics
Picard	AlignmentSummaryMetrics	FR041	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/FR041.alignment_summary_metrics
Picard	AlignmentSummaryMetrics	TreeSparrow_09	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/TreeSparrow_09.alignment_summary_metrics
Picard	AlignmentSummaryMetrics	Guglionesi_426	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/Guglionesi_426.alignment_summary_metrics
Picard	AlignmentSummaryMetrics	PI22NLD0001M	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/PI22NLD0001M.alignment_summary_metrics
Picard	AlignmentSummaryMetrics	KAZ14053	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/KAZ14053.alignment_summary_metrics
Picard	AlignmentSummaryMetrics	PDOM2022NLD0077M	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/PDOM2022NLD0077M.alignment_summary_metrics
Picard	AlignmentSummaryMetrics	Lesina_295	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/Lesina_295.alignment_summary_metrics
Picard	AlignmentSummaryMetrics	PD22NLD0147F	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/PD22NLD0147F.alignment_summary_metrics
Picard	BaseDistributionByCycle	FR061_R1	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/FR061.base_distribution_by_cycle_metrics
Picard	BaseDistributionByCycle	FR061_R2	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/FR061.base_distribution_by_cycle_metrics
Picard	BaseDistributionByCycle	Crotone505_R1	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/Crotone505.base_distribution_by_cycle_metrics
Picard	BaseDistributionByCycle	Crotone505_R2	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/Crotone505.base_distribution_by_cycle_metrics
Picard	BaseDistributionByCycle	PDOM2022NLD0083F_R1	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/PDOM2022NLD0083F.base_distribution_by_cycle_metrics
Picard	BaseDistributionByCycle	PDOM2022NLD0083F_R2	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/PDOM2022NLD0083F.base_distribution_by_cycle_metrics
Picard	BaseDistributionByCycle	FR050_R1	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/FR050.base_distribution_by_cycle_metrics
Picard	BaseDistributionByCycle	FR050_R2	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/FR050.base_distribution_by_cycle_metrics
Picard	BaseDistributionByCycle	TreeSparrow_09_R1	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/TreeSparrow_09.base_distribution_by_cycle_metrics
Picard	BaseDistributionByCycle	TreeSparrow_09_R2	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/TreeSparrow_09.base_distribution_by_cycle_metrics
Picard	BaseDistributionByCycle	Crotone518_R1	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/Crotone518.base_distribution_by_cycle_metrics
Picard	BaseDistributionByCycle	Crotone518_R2	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/Crotone518.base_distribution_by_cycle_metrics
Picard	BaseDistributionByCycle	Crotone502_R1	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/Crotone502.base_distribution_by_cycle_metrics
Picard	BaseDistributionByCycle	Crotone502_R2	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/Crotone502.base_distribution_by_cycle_metrics
Picard	BaseDistributionByCycle	PD22NLD0146F_R1	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/PD22NLD0146F.base_distribution_by_cycle_metrics
Picard	BaseDistributionByCycle	PD22NLD0146F_R2	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/PD22NLD0146F.base_distribution_by_cycle_metrics
Picard	BaseDistributionByCycle	Crotone498_R1	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/Crotone498.base_distribution_by_cycle_metrics
Picard	BaseDistributionByCycle	Crotone498_R2	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/Crotone498.base_distribution_by_cycle_metrics
Picard	BaseDistributionByCycle	PDOM2022NLD0044M_R1	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/PDOM2022NLD0044M.base_distribution_by_cycle_metrics
Picard	BaseDistributionByCycle	PDOM2022NLD0044M_R2	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/PDOM2022NLD0044M.base_distribution_by_cycle_metrics
Picard	BaseDistributionByCycle	FR044_R1	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/FR044.base_distribution_by_cycle_metrics
Picard	BaseDistributionByCycle	FR044_R2	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/FR044.base_distribution_by_cycle_metrics
Picard	BaseDistributionByCycle	PDOM2022NLD0107J_R1	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/PDOM2022NLD0107J.base_distribution_by_cycle_metrics
Picard	BaseDistributionByCycle	PDOM2022NLD0107J_R2	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/PDOM2022NLD0107J.base_distribution_by_cycle_metrics
Picard	BaseDistributionByCycle	TreeSparrow_07_R1	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/TreeSparrow_07.base_distribution_by_cycle_metrics
Picard	BaseDistributionByCycle	TreeSparrow_07_R2	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/TreeSparrow_07.base_distribution_by_cycle_metrics
Picard	BaseDistributionByCycle	Lesina_287_R1	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/Lesina_287.base_distribution_by_cycle_metrics
Picard	BaseDistributionByCycle	Lesina_287_R2	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/Lesina_287.base_distribution_by_cycle_metrics
Picard	BaseDistributionByCycle	Guglionesi_427_R1	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/Guglionesi_427.base_distribution_by_cycle_metrics
Picard	BaseDistributionByCycle	Guglionesi_427_R2	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/Guglionesi_427.base_distribution_by_cycle_metrics
Picard	BaseDistributionByCycle	FR049_R1	/cluster/projects/nn9244k/sparrow/Pacheco/NLSparrow/NLSparrow_SNPCalling/stats/align/metrics_se/FR049.base_distribution_by_cycle_metrics
