Sample_ID_1	Sample_ID_2	Population_1	Population_2	Ind_1	Ind_2	CHRType	K	Value	Triangle
KAZ14059	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_09	Utrecht_05	Autosomes	K = 3	-0.000758	Individual
KAZ14059	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_09	Utrecht_05	Autosomes	K = 6	-0.000809	Individual
KAZ14035	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_04	Utrecht_05	Autosomes	K = 6	-0.000143	Individual
KAZ14003	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_02	Utrecht_05	Autosomes	K = 4	 0.000440	Individual
KAZ14035	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_04	Utrecht_05	Allosome	K = 3	 0.085486	Individual
KAZ14054	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_06	Utrecht_05	Autosomes	K = 7	-0.002113	Individual
KAZ14059	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_09	Utrecht_05	Allosome	K = 7	 0.002156	Individual
KAZ14054	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_06	Utrecht_05	Autosomes	K = 3	-0.001874	Individual
KAZ14003	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_02	Utrecht_05	Allosome	K = 6	 0.003350	Individual
KAZ14053	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_05	Utrecht_05	Allosome	K = 2	-0.016245	Individual
KAZ14053	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_05	Utrecht_05	Allosome	K = 3	-0.028471	Individual
KAZ14032	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_03	Utrecht_05	Autosomes	K = 5	-0.000559	Individual
KAZ14035	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_04	Utrecht_05	Autosomes	K = 2	 0.001499	Individual
KAZ14061	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_10	Utrecht_05	Autosomes	K = 3	-0.003206	Individual
KAZ14035	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_04	Utrecht_05	Autosomes	K = 4	 0.000189	Individual
KAZ14057	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_08	Utrecht_05	Autosomes	K = 2	-0.002337	Individual
KAZ14003	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_02	Utrecht_05	Autosomes	K = 3	 0.000325	Individual
KAZ14035	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_04	Utrecht_05	Allosome	K = 7	 0.077904	Individual
KAZ14053	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_05	Utrecht_05	Autosomes	K = 6	-0.000476	Individual
KAZ14032	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_03	Utrecht_05	Allosome	K = 4	-0.010353	Individual
KAZ14054	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_06	Utrecht_05	Allosome	K = 5	 0.014718	Individual
KAZ14032	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_03	Utrecht_05	Autosomes	K = 3	 0.000091	Individual
KAZ14035	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_04	Utrecht_05	Autosomes	K = 3	 0.000141	Individual
KAZ14001	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_01	Utrecht_05	Autosomes	K = 5	-0.000639	Individual
KAZ14001	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_01	Utrecht_05	Allosome	K = 6	 0.029688	Individual
KAZ14054	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_06	Utrecht_05	Allosome	K = 7	 0.012480	Individual
KAZ14053	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_05	Utrecht_05	Autosomes	K = 4	-0.000723	Individual
KAZ14061	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_10	Utrecht_05	Autosomes	K = 5	-0.002877	Individual
KAZ14001	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_01	Utrecht_05	Autosomes	K = 2	 0.001097	Individual
KAZ14055	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_07	Utrecht_05	Allosome	K = 2	 0.006738	Individual
KAZ14059	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_09	Utrecht_05	Autosomes	K = 4	-0.000505	Individual
KAZ14001	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_01	Utrecht_05	Allosome	K = 3	 0.021657	Individual
KAZ14055	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_07	Utrecht_05	Autosomes	K = 5	-0.000574	Individual
KAZ14035	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_04	Utrecht_05	Allosome	K = 4	 0.085148	Individual
KAZ14001	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_01	Utrecht_05	Autosomes	K = 7	-0.000083	Individual
KAZ14032	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_03	Utrecht_05	Autosomes	K = 6	-0.000535	Individual
KAZ14057	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_08	Utrecht_05	Allosome	K = 3	 0.002681	Individual
KAZ14001	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_01	Utrecht_05	Autosomes	K = 3	-0.000309	Individual
KAZ14032	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_03	Utrecht_05	Allosome	K = 7	-0.016189	Individual
KAZ14054	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_06	Utrecht_05	Autosomes	K = 4	-0.001576	Individual
KAZ14053	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_05	Utrecht_05	Autosomes	K = 7	-0.001097	Individual
KAZ14032	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_03	Utrecht_05	Allosome	K = 6	-0.011986	Individual
KAZ14035	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_04	Utrecht_05	Autosomes	K = 5	 0.000376	Individual
KAZ14003	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_02	Utrecht_05	Allosome	K = 7	-0.001617	Individual
KAZ14059	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_09	Utrecht_05	Allosome	K = 2	 0.018402	Individual
KAZ14061	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_10	Utrecht_05	Allosome	K = 7	-0.034612	Individual
KAZ14057	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_08	Utrecht_05	Allosome	K = 2	 0.008036	Individual
KAZ14057	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_08	Utrecht_05	Allosome	K = 6	-0.007821	Individual
KAZ14055	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_07	Utrecht_05	Allosome	K = 6	-0.015492	Individual
KAZ14054	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_06	Utrecht_05	Allosome	K = 3	 0.010749	Individual
KAZ14053	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_05	Utrecht_05	Allosome	K = 6	-0.023781	Individual
KAZ14057	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_08	Utrecht_05	Allosome	K = 7	-0.012015	Individual
KAZ14061	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_10	Utrecht_05	Allosome	K = 2	-0.017590	Individual
KAZ14032	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_03	Utrecht_05	Allosome	K = 2	-0.002564	Individual
KAZ14059	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_09	Utrecht_05	Autosomes	K = 5	-0.000795	Individual
KAZ14035	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_04	Utrecht_05	Allosome	K = 5	 0.076550	Individual
KAZ14003	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_02	Utrecht_05	Allosome	K = 5	 0.003586	Individual
KAZ14055	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_07	Utrecht_05	Autosomes	K = 4	-0.000489	Individual
KAZ14001	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_01	Utrecht_05	Allosome	K = 7	 0.025723	Individual
KAZ14003	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_02	Utrecht_05	Allosome	K = 4	-0.002790	Individual
KAZ14053	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_05	Utrecht_05	Autosomes	K = 5	-0.000721	Individual
KAZ14003	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_02	Utrecht_05	Autosomes	K = 2	 0.001599	Individual
KAZ14055	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_07	Utrecht_05	Allosome	K = 7	-0.018023	Individual
KAZ14061	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_10	Utrecht_05	Allosome	K = 3	-0.024713	Individual
KAZ14003	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_02	Utrecht_05	Autosomes	K = 6	-0.000855	Individual
KAZ14003	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_02	Utrecht_05	Autosomes	K = 7	 0.000572	Individual
KAZ14055	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_07	Utrecht_05	Autosomes	K = 3	 0.000284	Individual
KAZ14035	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_04	Utrecht_05	Autosomes	K = 7	 0.000199	Individual
KAZ14061	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_10	Utrecht_05	Autosomes	K = 7	-0.002500	Individual
KAZ14054	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_06	Utrecht_05	Allosome	K = 4	 0.009611	Individual
KAZ14057	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_08	Utrecht_05	Autosomes	K = 7	-0.002671	Individual
KAZ14057	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_08	Utrecht_05	Autosomes	K = 5	-0.003072	Individual
KAZ14055	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_07	Utrecht_05	Allosome	K = 5	-0.017294	Individual
KAZ14061	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_10	Utrecht_05	Autosomes	K = 2	-0.001657	Individual
KAZ14001	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_01	Utrecht_05	Autosomes	K = 6	-0.001546	Individual
KAZ14061	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_10	Utrecht_05	Allosome	K = 6	-0.031670	Individual
KAZ14003	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_02	Utrecht_05	Allosome	K = 3	 0.008807	Individual
KAZ14059	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_09	Utrecht_05	Allosome	K = 4	 0.001404	Individual
KAZ14032	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_03	Utrecht_05	Allosome	K = 5	-0.009870	Individual
KAZ14053	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_05	Utrecht_05	Allosome	K = 5	-0.022981	Individual
KAZ14032	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_03	Utrecht_05	Autosomes	K = 4	-0.000136	Individual
KAZ14059	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_09	Utrecht_05	Allosome	K = 6	 0.005203	Individual
KAZ14055	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_07	Utrecht_05	Allosome	K = 4	-0.009247	Individual
KAZ14061	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_10	Utrecht_05	Allosome	K = 5	-0.031875	Individual
KAZ14054	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_06	Utrecht_05	Autosomes	K = 6	-0.002063	Individual
KAZ14059	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_09	Utrecht_05	Allosome	K = 3	 0.015322	Individual
KAZ14054	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_06	Utrecht_05	Allosome	K = 2	 0.020827	Individual
KAZ14055	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_07	Utrecht_05	Autosomes	K = 7	 0.000398	Individual
KAZ14054	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_06	Utrecht_05	Autosomes	K = 2	-0.000612	Individual
KAZ14032	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_03	Utrecht_05	Autosomes	K = 2	 0.001450	Individual
KAZ14053	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_05	Utrecht_05	Autosomes	K = 2	 0.000661	Individual
KAZ14054	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_06	Utrecht_05	Autosomes	K = 5	-0.001725	Individual
KAZ14001	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_01	Utrecht_05	Allosome	K = 4	 0.024183	Individual
KAZ14003	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_02	Utrecht_05	Autosomes	K = 5	 0.000175	Individual
KAZ14053	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_05	Utrecht_05	Allosome	K = 4	-0.025548	Individual
KAZ14059	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_09	Utrecht_05	Allosome	K = 5	 0.005496	Individual
KAZ14061	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_10	Utrecht_05	Autosomes	K = 4	-0.003047	Individual
KAZ14059	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_09	Utrecht_05	Autosomes	K = 7	-0.001039	Individual
KAZ14059	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_09	Utrecht_05	Autosomes	K = 2	 0.000319	Individual
KAZ14057	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_08	Utrecht_05	Autosomes	K = 6	-0.003112	Individual
KAZ14053	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_05	Utrecht_05	Allosome	K = 7	-0.025238	Individual
KAZ14057	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_08	Utrecht_05	Autosomes	K = 3	-0.003654	Individual
KAZ14035	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_04	Utrecht_05	Allosome	K = 2	 0.094700	Individual
KAZ14035	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_04	Utrecht_05	Allosome	K = 6	 0.077480	Individual
KAZ14001	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_01	Utrecht_05	Allosome	K = 2	 0.023770	Individual
KAZ14061	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_10	Utrecht_05	Allosome	K = 4	-0.030373	Individual
KAZ14032	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_03	Utrecht_05	Autosomes	K = 7	-0.000120	Individual
KAZ14061	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_10	Utrecht_05	Autosomes	K = 6	-0.002523	Individual
KAZ14054	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_06	Utrecht_05	Allosome	K = 6	 0.015385	Individual
KAZ14057	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_08	Utrecht_05	Allosome	K = 4	-0.002277	Individual
KAZ14003	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_02	Utrecht_05	Allosome	K = 2	 0.025187	Individual
KAZ14055	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_07	Utrecht_05	Allosome	K = 3	-0.002478	Individual
KAZ14057	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_08	Utrecht_05	Allosome	K = 5	-0.009222	Individual
KAZ14001	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_01	Utrecht_05	Allosome	K = 5	 0.030640	Individual
KAZ14032	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_03	Utrecht_05	Allosome	K = 3	-0.004165	Individual
KAZ14055	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_07	Utrecht_05	Autosomes	K = 6	 0.001513	Individual
KAZ14053	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_05	Utrecht_05	Autosomes	K = 3	-0.000766	Individual
KAZ14057	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_08	Utrecht_05	Autosomes	K = 4	-0.003065	Individual
KAZ14001	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_01	Utrecht_05	Autosomes	K = 4	-0.000616	Individual
KAZ14055	PDOM2022NLD0045M	Chokpak	Utrecht	Chokpak_07	Utrecht_05	Autosomes	K = 2	 0.001568	Individual
KAZ14059	PDOM2022NLD0046M	Chokpak	Utrecht	Chokpak_09	Utrecht_06	Autosomes	K = 3	 0.001228	Individual
KAZ14059	PDOM2022NLD0046M	Chokpak	Utrecht	Chokpak_09	Utrecht_06	Autosomes	K = 6	 0.001423	Individual
KAZ14003	PDOM2022NLD0046M	Chokpak	Utrecht	Chokpak_02	Utrecht_06	Autosomes	K = 4	-0.000319	Individual
KAZ14061	PDOM2022NLD0046M	Chokpak	Utrecht	Chokpak_10	Utrecht_06	Autosomes	K = 3	 0.001976	Individual
KAZ14035	PDOM2022NLD0046M	Chokpak	Utrecht	Chokpak_04	Utrecht_06	Autosomes	K = 4	 0.003044	Individual
KAZ14001	PDOM2022NLD0046M	Chokpak	Utrecht	Chokpak_01	Utrecht_06	Autosomes	K = 2	 0.003097	Individual
KAZ14003	PDOM2022NLD0046M	Chokpak	Utrecht	Chokpak_02	Utrecht_06	Allosome	K = 6	-0.025697	Individual
KAZ14059	PDOM2022NLD0046M	Chokpak	Utrecht	Chokpak_09	Utrecht_06	Allosome	K = 7	 0.034865	Individual
KAZ14061	PDOM2022NLD0046M	Chokpak	Utrecht	Chokpak_10	Utrecht_06	Autosomes	K = 5	 0.002397	Individual
KAZ14061	PDOM2022NLD0046M	Chokpak	Utrecht	Chokpak_10	Utrecht_06	Allosome	K = 2	 0.015022	Individual
KAZ14053	PDOM2022NLD0046M	Chokpak	Utrecht	Chokpak_05	Utrecht_06	Allosome	K = 2	-0.007095	Individual
KAZ14032	PDOM2022NLD0046M	Chokpak	Utrecht	Chokpak_03	Utrecht_06	Allosome	K = 4	-0.015451	Individual
KAZ14061	PDOM2022NLD0046M	Chokpak	Utrecht	Chokpak_10	Utrecht_06	Autosomes	K = 7	 0.002317	Individual
KAZ14055	PDOM2022NLD0046M	Chokpak	Utrecht	Chokpak_07	Utrecht_06	Allosome	K = 2	 0.022260	Individual
KAZ14032	PDOM2022NLD0046M	Chokpak	Utrecht	Chokpak_03	Utrecht_06	Autosomes	K = 5	 0.000448	Individual
KAZ14057	PDOM2022NLD0046M	Chokpak	Utrecht	Chokpak_08	Utrecht_06	Autosomes	K = 2	-0.000148	Individual
KAZ14035	PDOM2022NLD0046M	Chokpak	Utrecht	Chokpak_04	Utrecht_06	Autosomes	K = 6	 0.003315	Individual
KAZ14035	PDOM2022NLD0046M	Chokpak	Utrecht	Chokpak_04	Utrecht_06	Autosomes	K = 3	 0.002953	Individual
KAZ14035	PDOM2022NLD0046M	Chokpak	Utrecht	Chokpak_04	Utrecht_06	Allosome	K = 4	-0.022119	Individual
KAZ14032	PDOM2022NLD0046M	Chokpak	Utrecht	Chokpak_03	Utrecht_06	Allosome	K = 2	-0.011411	Individual
KAZ14057	PDOM2022NLD0046M	Chokpak	Utrecht	Chokpak_08	Utrecht_06	Allosome	K = 7	-0.011989	Individual
KAZ14053	PDOM2022NLD0046M	Chokpak	Utrecht	Chokpak_05	Utrecht_06	Autosomes	K = 7	-0.002541	Individual
KAZ14054	PDOM2022NLD0046M	Chokpak	Utrecht	Chokpak_06	Utrecht_06	Autosomes	K = 4	 0.001618	Individual
KAZ14003	PDOM2022NLD0046M	Chokpak	Utrecht	Chokpak_02	Utrecht_06	Allosome	K = 5	-0.025370	Individual
KAZ14035	PDOM2022NLD0046M	Chokpak	Utrecht	Chokpak_04	Utrecht_06	Allosome	K = 3	-0.017776	Individual
KAZ14061	PDOM2022NLD0046M	Chokpak	Utrecht	Chokpak_10	Utrecht_06	Allosome	K = 6	 0.004533	Individual
KAZ14054	PDOM2022NLD0046M	Chokpak	Utrecht	Chokpak_06	Utrecht_06	Autosomes	K = 3	 0.001334	Individual
KAZ14054	PDOM2022NLD0046M	Chokpak	Utrecht	Chokpak_06	Utrecht_06	Allosome	K = 7	 0.017750	Individual
KAZ14003	PDOM2022NLD0046M	Chokpak	Utrecht	Chokpak_02	Utrecht_06	Autosomes	K = 7	-0.000317	Individual
KAZ14035	PDOM2022NLD0046M	Chokpak	Utrecht	Chokpak_04	Utrecht_06	Autosomes	K = 7	 0.003630	Individual
KAZ14059	PDOM2022NLD0046M	Chokpak	Utrecht	Chokpak_09	Utrecht_06	Autosomes	K = 4	 0.001564	Individual
KAZ14054	PDOM2022NLD0046M	Chokpak	Utrecht	Chokpak_06	Utrecht_06	Allosome	K = 3	 0.012913	Individual
KAZ14061	PDOM2022NLD0046M	Chokpak	Utrecht	Chokpak_10	Utrecht_06	Allosome	K = 7	 0.007798	Individual
KAZ14057	PDOM2022NLD0046M	Chokpak	Utrecht	Chokpak_08	Utrecht_06	Allosome	K = 4	-0.004496	Individual
KAZ14001	PDOM2022NLD0046M	Chokpak	Utrecht	Chokpak_01	Utrecht_06	Allosome	K = 3	 0.015837	Individual
KAZ14053	PDOM2022NLD0046M	Chokpak	Utrecht	Chokpak_05	Utrecht_06	Allosome	K = 6	-0.011877	Individual
KAZ14061	PDOM2022NLD0046M	Chokpak	Utrecht	Chokpak_10	Utrecht_06	Allosome	K = 3	 0.006508	Individual
KAZ14003	PDOM2022NLD0046M	Chokpak	Utrecht	Chokpak_02	Utrecht_06	Allosome	K = 3	-0.018102	Individual
KAZ14032	PDOM2022NLD0046M	Chokpak	Utrecht	Chokpak_03	Utrecht_06	Autosomes	K = 6	 0.000622	Individual
KAZ14003	PDOM2022NLD0046M	Chokpak	Utrecht	Chokpak_02	Utrecht_06	Allosome	K = 7	-0.025560	Individual
KAZ14057	PDOM2022NLD0046M	Chokpak	Utrecht	Chokpak_08	Utrecht_06	Allosome	K = 3	-0.001574	Individual
KAZ14054	PDOM2022NLD0046M	Chokpak	Utrecht	Chokpak_06	Utrecht_06	Autosomes	K = 7	 0.001835	Individual
KAZ14035	PDOM2022NLD0046M	Chokpak	Utrecht	Chokpak_04	Utrecht_06	Allosome	K = 5	-0.037776	Individual
KAZ14057	PDOM2022NLD0046M	Chokpak	Utrecht	Chokpak_08	Utrecht_06	Autosomes	K = 7	-0.001713	Individual
KAZ14001	PDOM2022NLD0046M	Chokpak	Utrecht	Chokpak_01	Utrecht_06	Allosome	K = 4	 0.018047	Individual
KAZ14035	PDOM2022NLD0046M	Chokpak	Utrecht	Chokpak_04	Utrecht_06	Allosome	K = 7	-0.034935	Individual
KAZ14057	PDOM2022NLD0046M	Chokpak	Utrecht	Chokpak_08	Utrecht_06	Allosome	K = 6	-0.011266	Individual
KAZ14057	PDOM2022NLD0046M	Chokpak	Utrecht	Chokpak_08	Utrecht_06	Allosome	K = 2	 0.003982	Individual
KAZ14032	PDOM2022NLD0046M	Chokpak	Utrecht	Chokpak_03	Utrecht_06	Autosomes	K = 2	 0.003056	Individual
KAZ14032	PDOM2022NLD0046M	Chokpak	Utrecht	Chokpak_03	Utrecht_06	Allosome	K = 5	-0.018509	Individual
KAZ14001	PDOM2022NLD0046M	Chokpak	Utrecht	Chokpak_01	Utrecht_06	Autosomes	K = 7	 0.001873	Individual
KAZ14055	PDOM2022NLD0046M	Chokpak	Utrecht	Chokpak_07	Utrecht_06	Allosome	K = 6	 0.003574	Individual
KAZ14003	PDOM2022NLD0046M	Chokpak	Utrecht	Chokpak_02	Utrecht_06	Autosomes	K = 3	-0.000388	Individual
KAZ14061	PDOM2022NLD0046M	Chokpak	Utrecht	Chokpak_10	Utrecht_06	Autosomes	K = 2	 0.004087	Individual
KAZ14053	PDOM2022NLD0046M	Chokpak	Utrecht	Chokpak_05	Utrecht_06	Autosomes	K = 5	-0.002382	Individual
KAZ14001	PDOM2022NLD0046M	Chokpak	Utrecht	Chokpak_01	Utrecht_06	Autosomes	K = 3	 0.001083	Individual
KAZ14054	PDOM2022NLD0046M	Chokpak	Utrecht	Chokpak_06	Utrecht_06	Allosome	K = 5	 0.013121	Individual
KAZ14059	PDOM2022NLD0046M	Chokpak	Utrecht	Chokpak_09	Utrecht_06	Allosome	K = 2	 0.036907	Individual
KAZ14054	PDOM2022NLD0046M	Chokpak	Utrecht	Chokpak_06	Utrecht_06	Autosomes	K = 5	 0.001501	Individual
KAZ14001	PDOM2022NLD0046M	Chokpak	Utrecht	Chokpak_01	Utrecht_06	Allosome	K = 7	 0.022276	Individual
KAZ14059	PDOM2022NLD0046M	Chokpak	Utrecht	Chokpak_09	Utrecht_06	Autosomes	K = 7	 0.001424	Individual
KAZ14032	PDOM2022NLD0046M	Chokpak	Utrecht	Chokpak_03	Utrecht_06	Allosome	K = 3	-0.013947	Individual
KAZ14061	PDOM2022NLD0046M	Chokpak	Utrecht	Chokpak_10	Utrecht_06	Allosome	K = 5	 0.003537	Individual
KAZ14059	PDOM2022NLD0046M	Chokpak	Utrecht	Chokpak_09	Utrecht_06	Allosome	K = 3	 0.036195	Individual
KAZ14055	PDOM2022NLD0046M	Chokpak	Utrecht	Chokpak_07	Utrecht_06	Autosomes	K = 3	-0.001586	Individual
KAZ14053	PDOM2022NLD0046M	Chokpak	Utrecht	Chokpak_05	Utrecht_06	Autosomes	K = 4	-0.002378	Individual
KAZ14003	PDOM2022NLD0046M	Chokpak	Utrecht	Chokpak_02	Utrecht_06	Autosomes	K = 6	 0.000361	Individual
KAZ14035	PDOM2022NLD0046M	Chokpak	Utrecht	Chokpak_04	Utrecht_06	Autosomes	K = 5	 0.003275	Individual
KAZ14059	PDOM2022NLD0046M	Chokpak	Utrecht	Chokpak_09	Utrecht_06	Allosome	K = 4	 0.026246	Individual
KAZ14055	PDOM2022NLD0046M	Chokpak	Utrecht	Chokpak_07	Utrecht_06	Allosome	K = 5	 0.002116	Individual
KAZ14035	PDOM2022NLD0046M	Chokpak	Utrecht	Chokpak_04	Utrecht_06	Allosome	K = 2	-0.009272	Individual
KAZ14055	PDOM2022NLD0046M	Chokpak	Utrecht	Chokpak_07	Utrecht_06	Autosomes	K = 5	-0.002421	Individual
KAZ14053	PDOM2022NLD0046M	Chokpak	Utrecht	Chokpak_05	Utrecht_06	Allosome	K = 5	-0.010709	Individual
KAZ14003	PDOM2022NLD0046M	Chokpak	Utrecht	Chokpak_02	Utrecht_06	Allosome	K = 4	-0.027177	Individual
KAZ14054	PDOM2022NLD0046M	Chokpak	Utrecht	Chokpak_06	Utrecht_06	Autosomes	K = 2	 0.003207	Individual
KAZ14001	PDOM2022NLD0046M	Chokpak	Utrecht	Chokpak_01	Utrecht_06	Allosome	K = 2	 0.017833	Individual
KAZ14032	PDOM2022NLD0046M	Chokpak	Utrecht	Chokpak_03	Utrecht_06	Autosomes	K = 4	 0.000838	Individual
KAZ14001	PDOM2022NLD0046M	Chokpak	Utrecht	Chokpak_01	Utrecht_06	Autosomes	K = 5	 0.000847	Individual
KAZ14054	PDOM2022NLD0046M	Chokpak	Utrecht	Chokpak_06	Utrecht_06	Allosome	K = 2	 0.019070	Individual
KAZ14055	PDOM2022NLD0046M	Chokpak	Utrecht	Chokpak_07	Utrecht_06	Autosomes	K = 4	-0.002369	Individual
KAZ14001	PDOM2022NLD0046M	Chokpak	Utrecht	Chokpak_01	Utrecht_06	Autosomes	K = 6	 0.001022	Individual
KAZ14053	PDOM2022NLD0046M	Chokpak	Utrecht	Chokpak_05	Utrecht_06	Autosomes	K = 2	-0.000336	Individual
KAZ14059	PDOM2022NLD0046M	Chokpak	Utrecht	Chokpak_09	Utrecht_06	Allosome	K = 5	 0.029927	Individual
